PartialFIPS,TEMPERATURE,Anomaly (1901-2000 base period),MONTH
MN-065,68.9,-0.0,7
MN-067,69.5,-1.5,7
MN-069,66.2,-1.0,7
MN-071,63.8,-2.0,7
MN-073,70.2,-1.8,7
MN-075,62.3,-1.4,7
MN-077,64.1,-2.0,7
MN-079,70.3,-1.8,7
MN-081,68.8,-2.3,7
MN-083,70.3,-1.9,7
MN-085,70.8,-0.9,7
MN-087,65.0,-3.1,7
MN-089,65.5,-2.1,7
MN-091,70.4,-1.7,7
MN-093,69.6,-1.4,7
MN-095,69.1,0.1,7
MN-097,69.1,-0.3,7
MN-099,68.9,-1.6,7
MN-101,69.0,-2.3,7
MN-103,70.9,-1.7,7
MN-105,69.1,-2.5,7
MN-107,66.4,-3.4,7
MN-109,69.3,-1.3,7
MN-111,67.1,-2.5,7
MN-113,65.1,-2.9,7
MN-115,67.7,-0.0,7
MN-117,68.4,-3.0,7
MN-119,66.0,-2.9,7
MN-121,68.8,-1.3,7
MN-123,72.0,-0.3,7
MN-125,65.3,-3.2,7
MN-127,70.9,-1.6,7
MN-129,71.0,-1.0,7
MN-131,70.2,-1.4,7
MN-133,69.3,-2.9,7
MN-135,64.6,-1.8,7
MN-137,63.5,-1.4,7
MN-139,71.5,-0.9,7
MN-141,70.3,-0.5,7
MN-143,71.3,-0.9,7
MN-145,69.4,-0.8,7
MN-147,69.5,-1.6,7
MN-149,69.4,-1.3,7
MN-151,69.6,-1.6,7
MN-153,68.3,-1.0,7
MN-155,69.7,-1.4,7
MN-157,70.4,-0.9,7
MN-159,67.6,-1.2,7
MN-161,69.6,-2.1,7
MN-163,71.4,-0.6,7
MN-165,70.5,-2.0,7
MN-167,69.0,-1.8,7
MN-169,70.1,-1.0,7
MN-171,70.5,-0.8,7
MN-173,70.6,-1.7,7
MS-001,84.3,3.0,7
MS-003,79.4,0.0,7
MS-005,83.4,2.7,7
MS-007,82.9,2.7,7
MS-009,79.4,-0.3,7
MS-011,83.0,1.3,7
MS-013,81.9,1.3,7
MS-015,83.4,2.8,7
MS-017,81.8,1.2,7
MS-019,82.0,2.2,7
MS-021,83.8,2.4,7
MS-023,83.0,2.4,7
MS-025,82.2,1.4,7
MS-027,83.0,1.4,7
MS-029,83.7,2.7,7
MS-031,83.7,3.0,7
MS-033,81.3,-0.0,7
MS-035,83.4,2.3,7
MS-037,83.3,2.5,7
MS-039,84.2,3.4,7
MS-041,83.7,2.7,7
MS-043,83.2,2.2,7
MS-045,84.4,3.8,7
MS-047,84.1,3.4,7
MS-049,84.1,2.9,7
MS-051,83.8,2.7,7
MS-053,84.0,2.1,7
MS-055,83.8,2.2,7
MS-057,80.9,0.6,7
MS-059,84.5,3.7,7
MS-061,83.0,2.6,7
MS-063,83.5,2.3,7
MS-065,83.7,3.0,7
MS-067,83.5,2.4,7
MS-069,82.2,1.7,7
MS-071,81.2,0.6,7
MS-073,83.5,2.6,7
MS-075,82.6,2.3,7
MS-077,83.9,2.9,7
MS-079,83.2,2.8,7
MS-081,81.6,0.9,7
MS-083,84.2,2.6,7
MS-085,83.2,2.5,7
MS-087,82.2,1.2,7
MS-089,84.1,2.9,7
MS-091,84.1,2.9,7
MS-093,80.3,-0.0,7
MS-095,81.4,0.6,7
MS-097,82.5,2.3,7
MS-099,82.4,2.3,7
MS-101,82.8,2.6,7
MS-103,82.5,1.6,7
MS-105,82.4,1.9,7
MS-107,81.9,0.6,7
MS-109,83.6,3.0,7
MS-111,83.6,2.6,7
MS-113,83.4,2.7,7
MS-115,81.4,1.0,7
MS-117,80.3,0.4,7
MS-119,82.9,1.2,7
MS-121,83.7,2.8,7
MS-123,83.2,2.9,7
MS-125,83.9,2.2,7
MS-127,83.7,2.9,7
MS-129,83.4,2.9,7
MS-131,83.5,2.9,7
MS-133,83.6,1.7,7
MS-135,83.5,1.9,7
MS-137,81.4,0.2,7
MS-139,79.4,-0.1,7
MS-141,79.6,0.3,7
MS-143,82.1,0.5,7
MS-145,80.9,0.6,7
MS-147,83.6,2.8,7
MS-149,84.1,2.6,7
MS-151,83.3,1.3,7
MS-153,82.9,2.0,7
MS-155,82.0,1.9,7
MS-157,84.4,3.3,7
MS-159,82.2,2.3,7
MS-161,82.1,1.2,7
MS-163,84.2,2.6,7
MO-001,75.5,-0.7,7
MO-003,76.1,-1.2,7
MO-005,74.2,-2.9,7
MO-007,77.9,0.5,7
MO-009,79.3,1.8,7
MO-011,80.0,0.6,7
MO-013,78.9,-0.2,7
MO-015,78.3,0.1,7
MO-017,78.4,0.2,7
MO-019,78.5,0.6,7
MO-021,76.3,-1.4,7
MO-023,79.4,-0.2,7
MO-025,76.0,-1.0,7
MO-027,78.9,1.0,7
MO-029,79.4,1.3,7
MO-031,78.7,0.5,7
MO-033,77.0,-1.0,7
MO-035,78.3,0.6,7
MO-037,78.0,-0.1,7
MO-039,80.6,1.6,7
MO-041,77.3,-0.6,7
MO-043,78.2,1.2,7
MO-045,75.7,-1.1,7
MO-047,76.2,-1.6,7
MO-049,75.4,-1.5,7
MO-051,79.5,1.2,7
MO-053,78.2,0.4,7
MO-055,77.0,0.5,7
MO-057,80.2,1.6,7
MO-059,79.2,1.6,7
MO-061,75.9,-0.9,7
MO-063,75.8,-1.0,7
MO-065,77.0,0.5,7
MO-067,77.5,0.6,7
MO-069,80.4,-0.1,7
MO-071,78.0,0.7,7
MO-073,78.0,0.8,7
MO-075,75.8,-0.8,7
MO-077,78.8,1.6,7
MO-079,75.4,-1.6,7
MO-081,75.1,-1.0,7
MO-083,78.8,-0.0,7
MO-085,79.4,1.2,7
MO-087,75.7,-2.0,7
MO-089,77.8,-0.0,7
MO-091,78.9,2.1,7
MO-093,76.9,0.6,7
MO-095,77.3,-0.7,7
MO-097,80.7,1.6,7
MO-099,79.1,1.1,7
MO-101,78.4,0.5,7
MO-103,76.1,-0.4,7
MO-105,79.0,1.6,7
MO-107,77.7,-0.2,7
MO-109,79.2,1.5,7
MO-111,76.6,-0.6,7
MO-113,78.0,0.7,7
MO-115,76.1,-1.3,7
MO-117,76.4,-1.2,7
MO-119,80.5,1.9,7
MO-121,76.4,-0.6,7
MO-123,77.7,0.5,7
MO-125,78.5,0.9,7
MO-127,77.5,0.0,7
MO-129,74.3,-1.9,7
MO-131,79.3,1.3,7
MO-133,79.5,0.1,7
MO-135,78.8,0.9,7
MO-137,77.3,-0.1,7
MO-139,78.1,0.9,7
MO-141,78.3,0.7,7
MO-143,80.1,0.0,7
MO-145,80.9,2.4,7
MO-147,75.0,-1.5,7
MO-149,79.2,1.7,7
MO-151,79.1,1.2,7
MO-153,78.4,0.8,7
MO-155,80.2,-0.3,7
MO-157,78.5,0.9,7
MO-159,78.2,0.3,7
MO-161,77.9,0.6,7
MO-163,77.6,0.5,7
MO-165,76.7,-1.2,7
MO-167,80.0,2.2,7
MO-169,78.8,1.2,7
MO-171,74.2,-2.0,7
MO-173,77.8,0.5,7
MO-175,77.1,-0.3,7
MO-177,76.5,-1.2,7
MO-179,77.2,0.6,7
MO-181,79.1,0.4,7
MO-183,78.8,0.6,7
MO-185,79.6,0.5,7
MO-186,78.3,0.7,7
MO-187,77.8,1.1,7
MO-189,79.3,0.7,7
MO-195,77.9,-0.1,7
MO-197,75.0,-1.0,7
MO-199,75.5,-0.7,7
MO-201,79.3,0.1,7
MO-203,78.3,1.3,7
MO-205,76.6,-0.3,7
MO-207,79.6,-0.1,7
MO-209,79.4,1.7,7
MO-211,74.9,-1.7,7
MO-213,79.1,1.1,7
MO-215,77.8,1.1,7
MO-217,79.7,0.2,7
MO-219,77.9,0.8,7
MO-221,77.6,1.0,7
MO-223,78.1,-0.1,7
MO-225,77.4,1.0,7
MO-227,75.1,-0.8,7
MO-229,77.3,0.7,7
MO-510,79.6,0.7,7
MT-001,61.9,2.7,7
MT-003,69.6,0.5,7
MT-005,69.1,1.7,7
MT-007,66.4,1.8,7
MT-009,66.2,1.3,7
MT-011,70.5,0.4,7
MT-013,66.7,1.6,7
MT-015,69.5,1.8,7
MT-017,72.3,0.4,7
MT-019,67.1,0.7,7
MT-021,70.1,-0.1,7
MT-023,60.0,1.7,7
MT-025,69.9,-0.6,7
MT-027,68.6,1.4,7
MT-029,63.8,3.9,7
MT-031,63.3,2.2,7
MT-033,71.9,1.6,7
MT-035,63.2,3.5,7
MT-037,67.5,0.3,7
MT-039,62.1,3.0,7
MT-041,69.2,2.3,7
MT-043,64.5,2.5,7
MT-045,64.5,1.4,7
MT-047,68.2,4.0,7
MT-049,63.8,2.1,7
MT-051,68.5,2.5,7
MT-053,65.5,4.2,7
MT-055,70.4,0.5,7
MT-057,62.9,1.8,7
MT-059,62.8,2.2,7
MT-061,66.2,4.0,7
MT-063,65.4,3.5,7
MT-065,70.0,0.4,7
MT-067,62.0,2.1,7
MT-069,71.8,1.0,7
MT-071,70.6,1.3,7
MT-073,66.3,2.8,7
MT-075,71.2,0.3,7
MT-077,63.0,3.0,7
MT-079,71.0,-0.0,7
MT-081,63.6,3.2,7
MT-083,70.0,0.4,7
MT-085,69.4,0.6,7
MT-087,71.3,0.6,7
MT-089,66.2,3.0,7
MT-091,68.4,1.0,7
MT-093,62.4,1.9,7
MT-095,66.2,0.5,7
MT-097,64.7,1.0,7
MT-099,64.6,1.9,7
MT-101,68.2,2.9,7
MT-103,71.3,0.4,7
MT-105,69.6,1.2,7
MT-107,65.1,0.8,7
MT-109,69.4,-0.8,7
MT-111,71.1,0.6,7
NE-001,74.4,-1.9,7
NE-003,72.1,-2.8,7
NE-005,71.9,-1.0,7
NE-007,70.3,-0.6,7
NE-009,72.3,-2.3,7
NE-011,72.8,-2.0,7
NE-013,70.7,-0.9,7
NE-015,72.8,-2.5,7
NE-017,72.1,-2.2,7
NE-019,73.4,-2.2,7
NE-021,72.8,-2.3,7
NE-023,73.5,-2.4,7
NE-025,74.3,-2.4,7
NE-027,71.8,-2.8,7
NE-029,74.4,-1.1,7
NE-031,71.9,-1.0,7
NE-033,71.6,-0.9,7
NE-035,74.6,-2.0,7
NE-037,73.6,-1.7,7
NE-039,72.6,-2.4,7
NE-041,72.4,-1.7,7
NE-043,72.6,-2.2,7
NE-045,71.3,-1.2,7
NE-047,73.0,-2.3,7
NE-049,72.8,-1.2,7
NE-051,71.8,-2.9,7
NE-053,73.8,-1.7,7
NE-055,74.0,-2.2,7
NE-057,75.2,-0.9,7
NE-059,74.8,-2.3,7
NE-061,74.9,-2.0,7
NE-063,74.4,-1.4,7
NE-065,74.8,-2.3,7
NE-067,75.0,-2.6,7
NE-069,72.1,-0.4,7
NE-071,71.8,-2.0,7
NE-073,73.5,-2.5,7
NE-075,71.3,-0.7,7
NE-077,73.4,-1.1,7
NE-079,74.4,-1.6,7
NE-081,74.7,-1.6,7
NE-083,74.8,-2.4,7
NE-085,74.0,-1.7,7
NE-087,74.9,-1.9,7
NE-089,71.9,-2.3,7
NE-091,71.5,-1.8,7
NE-093,74.2,-1.2,7
NE-095,76.2,-1.4,7
NE-097,74.3,-2.9,7
NE-099,73.4,-2.7,7
NE-101,73.3,-1.3,7
NE-103,72.4,-2.0,7
NE-105,69.2,-1.0,7
NE-107,72.3,-2.7,7
NE-109,74.8,-2.1,7
NE-111,73.0,-1.8,7
NE-113,71.8,-2.4,7
NE-115,71.6,-2.5,7
NE-117,71.6,-2.1,7
NE-119,72.8,-2.4,7
NE-121,74.8,-1.2,7
NE-123,72.0,-0.4,7
NE-125,74.2,-1.2,7
NE-127,74.3,-3.0,7
NE-129,75.5,-1.7,7
NE-131,74.4,-2.8,7
NE-133,74.4,-3.0,7
NE-135,73.5,-1.4,7
NE-137,73.3,-2.8,7
NE-139,72.2,-2.6,7
NE-141,73.5,-1.7,7
NE-143,74.3,-1.8,7
NE-145,75.7,-1.0,7
NE-147,75.1,-2.4,7
NE-149,71.6,-2.3,7
NE-151,75.0,-2.2,7
NE-153,74.2,-2.3,7
NE-155,74.3,-1.9,7
NE-157,72.0,-0.3,7
NE-159,74.3,-2.3,7
NE-161,70.9,-0.8,7
NE-163,73.2,-1.6,7
NE-165,70.1,-0.5,7
NE-167,73.0,-2.0,7
NE-169,75.9,-1.5,7
NE-171,72.1,-2.4,7
NE-173,72.4,-2.3,7
NE-175,72.7,-1.6,7
NE-177,73.6,-2.2,7
NE-179,72.1,-2.5,7
NE-181,75.6,-1.4,7
NE-183,72.4,-1.8,7
NE-185,74.3,-2.4,7
NV-001,76.9,3.6,7
NV-003,90.9,5.6,7
NV-005,72.1,4.4,7
NV-007,70.7,3.2,7
NV-009,78.0,4.5,7
NV-011,72.2,4.2,7
NV-013,75.1,4.0,7
NV-015,74.0,3.9,7
NV-017,80.7,4.6,7
NV-019,76.1,4.5,7
NV-021,75.9,4.9,7
NV-023,77.8,4.8,7
NV-027,76.6,3.4,7
NV-029,75.5,4.8,7
NV-031,74.1,4.3,7
NV-033,71.8,3.6,7
NV-510,73.5,4.5,7
NH-001,72.0,3.9,7
NH-003,70.7,4.3,7
NH-005,71.6,4.0,7
NH-007,67.4,4.0,7
NH-009,69.1,4.0,7
NH-011,72.9,3.9,7
NH-013,72.1,3.9,7
NH-015,73.4,3.7,7
NH-017,72.3,3.5,7
NH-019,70.6,4.2,7
NJ-001,77.9,3.8,7
NJ-003,77.5,3.8,7
NJ-005,78.4,3.7,7
NJ-007,78.8,3.5,7
NJ-009,77.8,3.8,7
NJ-011,78.2,3.6,7
NJ-013,77.9,4.1,7
NJ-015,78.7,3.1,7
NJ-017,79.2,4.0,7
NJ-019,75.3,3.3,7
NJ-021,77.7,3.7,7
NJ-023,78.3,4.1,7
NJ-025,78.6,4.5,7
NJ-027,74.9,3.7,7
NJ-029,78.1,4.3,7
NJ-031,75.3,3.8,7
NJ-033,78.4,2.8,7
NJ-035,76.8,3.7,7
NJ-037,73.4,3.1,7
NJ-039,78.4,4.2,7
NJ-041,74.5,3.6,7
NM-001,80.6,7.6,7
NM-003,72.3,5.8,7
NM-005,84.5,7.8,7
NM-006,74.5,5.7,7
NM-007,69.8,3.4,7
NM-009,80.8,5.0,7
NM-011,83.1,6.4,7
NM-013,86.8,7.5,7
NM-015,85.8,7.0,7
NM-017,79.9,6.7,7
NM-019,79.8,5.6,7
NM-021,76.9,2.5,7
NM-023,83.9,6.1,7
NM-025,84.2,6.1,7
NM-027,78.7,7.0,7
NM-028,73.0,6.8,7
NM-029,86.2,6.9,7
NM-031,75.3,5.6,7
NM-033,71.4,5.3,7
NM-035,81.6,7.2,7
NM-037,80.4,3.1,7
NM-039,70.9,5.0,7
NM-041,81.9,5.7,7
NM-043,76.9,6.7,7
NM-045,78.4,5.0,7
NM-047,76.4,4.5,7
NM-049,75.4,6.7,7
NM-051,82.8,7.4,7
NM-053,80.0,7.4,7
NM-055,67.2,5.1,7
NM-057,76.6,7.3,7
NM-059,74.6,1.7,7
NM-061,82.3,7.3,7
NY-001,73.1,2.8,7
NY-003,69.7,2.3,7
NY-005,78.8,3.7,7
NY-007,71.0,2.1,7
NY-009,69.0,1.9,7
NY-011,71.1,1.4,7
NY-013,70.0,1.5,7
NY-015,71.3,2.4,7
NY-017,69.7,1.9,7
NY-019,69.7,2.5,7
NY-021,74.3,3.7,7
NY-023,69.6,1.9,7
NY-025,69.1,2.5,7
NY-027,75.3,4.3,7
NY-029,71.2,1.9,7
NY-031,67.9,2.9,7
NY-033,68.2,2.7,7
NY-035,70.2,2.3,7
NY-037,70.9,1.4,7
NY-039,70.9,2.7,7
NY-041,66.7,2.6,7
NY-043,68.3,2.2,7
NY-045,70.6,2.1,7
NY-047,79.1,3.8,7
NY-049,68.3,2.6,7
NY-051,71.3,1.6,7
NY-053,70.3,2.5,7
NY-055,71.8,1.3,7
NY-057,72.5,2.2,7
NY-059,77.6,3.7,7
NY-061,79.2,3.8,7
NY-063,71.6,1.1,7
NY-065,70.6,2.4,7
NY-067,71.7,2.2,7
NY-069,71.2,1.4,7
NY-071,74.2,3.4,7
NY-073,71.3,1.1,7
NY-075,71.3,2.5,7
NY-077,68.9,1.7,7
NY-079,75.8,4.6,7
NY-081,78.5,3.6,7
NY-083,73.4,4.0,7
NY-085,79.2,4.1,7
NY-087,76.6,4.1,7
NY-089,69.8,2.6,7
NY-091,72.5,3.2,7
NY-093,73.1,2.9,7
NY-095,70.1,2.2,7
NY-097,70.7,2.1,7
NY-099,71.6,1.0,7
NY-101,70.2,2.2,7
NY-103,76.0,4.1,7
NY-105,71.0,3.1,7
NY-107,71.3,2.2,7
NY-109,70.8,1.8,7
NY-111,72.4,3.6,7
NY-113,69.8,3.1,7
NY-115,72.7,3.8,7
NY-117,71.4,1.1,7
NY-119,77.1,4.4,7
NY-121,69.7,2.0,7
NY-123,70.8,1.2,7
NC-001,79.2,1.7,7
NC-003,77.0,1.3,7
NC-005,70.9,1.6,7
NC-007,81.0,1.5,7
NC-009,69.3,1.3,7
NC-011,67.9,1.2,7
NC-013,80.5,1.5,7
NC-015,80.6,2.5,7
NC-017,81.2,2.0,7
NC-019,81.4,2.1,7
NC-021,71.9,0.9,7
NC-023,76.4,1.0,7
NC-025,79.3,0.9,7
NC-027,76.2,1.1,7
NC-029,80.6,2.7,7
NC-031,81.2,1.9,7
NC-033,78.6,1.3,7
NC-035,78.2,1.5,7
NC-037,80.1,2.0,7
NC-039,73.2,-0.4,7
NC-041,80.8,2.4,7
NC-043,72.1,0.6,7
NC-045,78.2,0.9,7
NC-047,81.5,2.3,7
NC-049,80.7,1.9,7
NC-051,81.2,1.8,7
NC-053,80.9,2.9,7
NC-055,80.9,2.0,7
NC-057,78.6,1.4,7
NC-059,78.3,1.8,7
NC-061,79.9,1.2,7
NC-063,80.1,2.5,7
NC-065,80.5,2.0,7
NC-067,78.0,1.6,7
NC-069,80.0,2.3,7
NC-071,79.3,1.6,7
NC-073,80.2,2.3,7
NC-075,70.6,-0.4,7
NC-077,79.5,2.6,7
NC-079,80.8,1.8,7
NC-081,78.8,1.7,7
NC-083,80.2,2.2,7
NC-085,80.6,1.6,7
NC-087,67.9,0.4,7
NC-089,72.5,0.4,7
NC-091,80.3,2.4,7
NC-093,81.4,2.4,7
NC-095,80.8,1.4,7
NC-097,78.2,1.8,7
NC-099,69.4,0.6,7
NC-101,80.6,1.7,7
NC-103,80.2,1.7,7
NC-105,80.3,1.8,7
NC-107,80.4,1.6,7
NC-109,78.6,1.6,7
NC-111,74.6,0.4,7
NC-113,70.8,0.8,7
NC-115,72.6,0.8,7
NC-117,80.7,2.3,7
NC-119,80.0,1.8,7
NC-121,68.7,0.4,7
NC-123,80.6,2.1,7
NC-125,81.0,2.6,7
NC-127,80.2,2.2,7
NC-129,81.2,1.8,7
NC-131,80.2,2.2,7
NC-133,80.0,1.2,7
NC-135,79.1,2.0,7
NC-137,81.0,1.5,7
NC-139,80.7,2.7,7
NC-141,80.4,1.5,7
NC-143,80.7,2.6,7
NC-145,78.5,2.0,7
NC-147,80.7,1.7,7
NC-149,76.8,0.1,7
NC-151,79.6,1.8,7
NC-153,81.5,2.3,7
NC-155,82.1,2.6,7
NC-157,78.7,1.7,7
NC-159,78.5,1.1,7
NC-161,77.4,0.5,7
NC-163,80.4,1.4,7
NC-165,82.0,2.8,7
NC-167,80.0,1.0,7
NC-169,77.3,1.5,7
NC-171,76.4,1.7,7
NC-173,68.3,-0.4,7
NC-175,71.3,0.9,7
NC-177,81.1,2.3,7
NC-179,80.1,1.4,7
NC-181,79.7,2.6,7
NC-183,80.6,2.4,7
NC-185,80.0,2.4,7
NC-187,80.5,2.1,7
NC-189,69.3,1.4,7
NC-191,80.6,1.6,7
NC-193,76.0,1.5,7
NC-195,80.8,2.1,7
NC-197,77.2,1.6,7
NC-199,68.2,0.2,7
ND-001,68.2,-1.4,7
ND-003,67.3,-2.1,7
ND-005,66.1,-2.0,7
ND-007,68.9,-0.8,7
ND-009,66.4,-1.3,7
ND-011,68.9,-0.8,7
ND-013,65.8,-1.1,7
ND-015,66.7,-3.1,7
ND-017,67.9,-2.5,7
ND-019,64.9,-1.4,7
ND-021,67.4,-2.9,7
ND-023,67.4,0.4,7
ND-025,68.5,-0.6,7
ND-027,66.5,-2.2,7
ND-029,67.8,-3.0,7
ND-031,66.4,-2.5,7
ND-033,69.2,-0.6,7
ND-035,66.5,-2.7,7
ND-037,67.7,-2.7,7
ND-039,66.1,-2.6,7
ND-041,67.4,-2.0,7
ND-043,66.2,-3.0,7
ND-045,67.6,-2.4,7
ND-047,66.9,-2.5,7
ND-049,67.1,-1.8,7
ND-051,67.1,-2.5,7
ND-053,69.0,-0.2,7
ND-055,67.0,-2.2,7
ND-057,67.6,-1.9,7
ND-059,67.5,-2.6,7
ND-061,66.9,-0.9,7
ND-063,66.2,-1.8,7
ND-065,66.8,-3.1,7
ND-067,66.8,-1.2,7
ND-069,66.0,-1.7,7
ND-071,66.1,-1.8,7
ND-073,68.3,-2.2,7
ND-075,66.6,-1.6,7
ND-077,69.0,-1.9,7
ND-079,65.3,-0.7,7
ND-081,68.1,-2.8,7
ND-083,65.0,-3.9,7
ND-085,68.3,-2.8,7
ND-087,68.6,-1.3,7
ND-089,67.6,-1.8,7
ND-091,65.2,-4.0,7
ND-093,67.1,-2.2,7
ND-095,65.6,-0.9,7
ND-097,66.1,-4.1,7
ND-099,66.7,-1.3,7
ND-101,66.8,-1.7,7
ND-103,65.1,-3.5,7
ND-105,68.5,0.5,7
OH-001,74.5,0.4,7
OH-003,74.3,0.7,7
OH-005,72.0,0.7,7
OH-007,71.2,1.1,7
OH-009,74.0,0.8,7
OH-011,73.9,0.4,7
OH-013,72.9,0.5,7
OH-015,74.4,0.4,7
OH-017,75.2,0.1,7
OH-019,72.6,1.2,7
OH-021,73.1,-0.0,7
OH-023,74.0,0.5,7
OH-025,75.4,0.5,7
OH-027,74.7,1.2,7
OH-029,71.8,0.8,7
OH-031,73.3,1.1,7
OH-033,72.9,0.9,7
OH-035,72.6,0.5,7
OH-037,73.4,0.0,7
OH-039,73.0,-0.4,7
OH-041,73.9,0.1,7
OH-043,73.4,-0.1,7
OH-045,73.7,0.1,7
OH-047,74.0,0.7,7
OH-049,74.9,0.5,7
OH-051,73.2,0.2,7
OH-053,74.7,0.3,7
OH-055,70.9,1.1,7
OH-057,74.9,1.0,7
OH-059,73.9,1.3,7
OH-061,75.9,0.2,7
OH-063,74.3,0.8,7
OH-065,73.7,0.6,7
OH-067,73.0,1.1,7
OH-069,73.8,0.3,7
OH-071,74.4,0.9,7
OH-073,73.4,0.2,7
OH-075,72.4,0.8,7
OH-077,72.6,0.2,7
OH-079,74.2,0.4,7
OH-081,72.6,0.3,7
OH-083,72.0,0.2,7
OH-085,72.3,1.3,7
OH-087,75.7,1.3,7
OH-089,72.9,0.1,7
OH-091,72.8,-0.0,7
OH-093,72.5,-0.2,7
OH-095,74.9,1.1,7
OH-097,74.0,0.5,7
OH-099,71.9,1.5,7
OH-101,73.6,0.5,7
OH-103,71.9,0.1,7
OH-105,74.2,0.3,7
OH-107,73.6,0.3,7
OH-109,74.8,0.8,7
OH-111,73.4,0.6,7
OH-113,75.3,0.8,7
OH-115,73.8,0.8,7
OH-117,72.4,0.3,7
OH-119,74.0,1.3,7
OH-121,73.7,0.8,7
OH-123,74.3,0.3,7
OH-125,73.6,-0.0,7
OH-127,73.4,0.7,7
OH-129,74.7,0.2,7
OH-131,74.8,0.9,7
OH-133,71.5,1.1,7
OH-135,73.1,-0.5,7
OH-137,74.1,0.4,7
OH-139,72.1,1.0,7
OH-141,74.6,0.5,7
OH-143,73.9,0.1,7
OH-145,75.2,0.9,7
OH-147,73.4,0.4,7
OH-149,73.5,0.2,7
OH-151,72.5,1.2,7
OH-153,72.2,0.5,7
OH-155,71.7,1.5,7
OH-157,73.4,1.4,7
OH-159,73.5,-0.0,7
OH-161,74.1,0.5,7
OH-163,73.6,0.2,7
OH-165,75.7,0.9,7
OH-167,74.5,0.8,7
OH-169,72.1,0.5,7
OH-171,72.0,-0.5,7
OH-173,74.7,1.0,7
OH-175,73.9,0.7,7
OK-001,80.6,1.3,7
OK-003,81.5,-0.6,7
OK-005,82.8,0.5,7
OK-007,79.4,-1.1,7
OK-009,82.2,0.3,7
OK-011,82.3,0.2,7
OK-013,84.2,1.3,7
OK-015,82.9,0.7,7
OK-017,81.9,-0.1,7
OK-019,83.6,0.3,7
OK-021,80.9,0.2,7
OK-023,82.6,0.7,7
OK-025,77.0,-0.3,7
OK-027,81.9,-0.3,7
OK-029,82.9,0.4,7
OK-031,84.3,1.5,7
OK-033,85.6,1.7,7
OK-035,80.7,-0.3,7
OK-037,81.5,-0.4,7
OK-039,82.0,0.1,7
OK-041,80.6,0.6,7
OK-043,81.4,0.0,7
OK-045,80.6,0.0,7
OK-047,81.9,-0.2,7
OK-049,83.0,0.1,7
OK-051,82.6,0.6,7
OK-053,81.7,-0.4,7
OK-055,83.5,0.6,7
OK-057,84.7,1.5,7
OK-059,80.2,-1.2,7
OK-061,82.8,1.0,7
OK-063,82.1,0.1,7
OK-065,85.1,1.3,7
OK-067,85.2,1.2,7
OK-069,83.5,0.8,7
OK-071,81.7,-0.2,7
OK-073,82.4,-0.5,7
OK-075,83.8,1.0,7
OK-077,82.0,0.9,7
OK-079,81.9,1.5,7
OK-081,81.5,-1.0,7
OK-083,81.7,-0.9,7
OK-085,84.7,1.0,7
OK-087,82.3,0.1,7
OK-089,81.2,1.0,7
OK-091,82.3,-0.0,7
OK-093,81.9,-0.4,7
OK-095,84.5,1.2,7
OK-097,81.2,-0.4,7
OK-099,83.0,0.3,7
OK-101,82.2,0.0,7
OK-103,82.2,0.1,7
OK-105,80.9,-0.5,7
OK-107,81.7,-0.4,7
OK-109,81.7,-0.6,7
OK-111,81.9,-0.5,7
OK-113,81.2,-0.1,7
OK-115,81.7,1.4,7
OK-117,82.0,0.1,7
OK-119,82.1,-0.1,7
OK-121,82.0,-0.0,7
OK-123,82.7,0.5,7
OK-125,81.9,-0.5,7
OK-127,81.7,0.8,7
OK-129,81.4,0.1,7
OK-131,81.4,-0.4,7
OK-133,82.1,-0.1,7
OK-135,82.3,1.0,7
OK-137,83.7,0.9,7
OK-139,78.5,-0.9,7
OK-141,85.8,1.8,7
OK-143,81.7,-0.4,7
OK-145,81.9,-0.4,7
OK-147,81.1,-0.3,7
OK-149,82.4,0.2,7
OK-151,80.7,-1.0,7
OK-153,80.7,-0.5,7
OR-001,70.4,4.4,7
OR-003,69.0,4.0,7
OR-005,66.0,3.9,7
OR-007,63.3,3.6,7
OR-009,66.8,3.9,7
OR-011,64.7,3.1,7
OR-013,68.6,4.9,7
OR-015,66.6,3.1,7
OR-017,65.7,4.2,7
OR-019,68.2,4.1,7
OR-021,73.1,4.1,7
OR-023,67.1,4.0,7
OR-025,71.0,4.6,7
OR-027,65.5,4.4,7
OR-029,70.7,4.2,7
OR-031,69.4,4.7,7
OR-033,69.8,4.2,7
OR-035,66.2,4.3,7
OR-037,68.4,4.6,7
OR-039,66.6,3.7,7
OR-041,64.4,3.5,7
OR-043,66.5,3.7,7
OR-045,74.2,4.2,7
OR-047,67.4,4.2,7
OR-049,72.2,4.1,7
OR-051,68.9,4.1,7
OR-053,68.6,4.3,7
OR-055,72.8,4.1,7
OR-057,63.2,3.4,7
OR-059,70.9,3.6,7
OR-061,66.8,4.1,7
OR-063,66.8,4.4,7
OR-065,70.6,4.6,7
OR-067,67.5,3.6,7
OR-069,69.8,4.5,7
OR-071,68.2,3.7,7
PA-001,76.5,3.1,7
PA-003,73.4,0.9,7
PA-005,71.8,1.1,7
PA-007,72.5,0.4,7
PA-009,72.9,1.4,7
PA-011,75.5,2.3,7
PA-013,71.8,1.3,7
PA-015,70.9,2.1,7
PA-017,76.3,3.2,7
PA-019,71.7,1.0,7
PA-021,69.9,1.3,7
