FIPS,MEDIAN_INCOME
01001,55417
01001,61965
01001,74543
01001,53264
01001,47018
01001,71842
01001,67420
01001,56215
01001,61117
01001,71246
01001,59010
01001,66607
01001,59318
01001,58156
01001,53500
01001,68009
01001,63432
01001,45192
01001,71323
01001,69578
01001,53125
01001,56430
01001,54035
01001,63654
01001,57504
01001,81503
01001,69426
01001,67766
01001,53693
01001,73036
01001,64515
01001,47054
01001,64792
01001,74400
01001,65680
01001,63750
01001,67500
01001,71250
01001,61250
01001,71367
01001,68778
01001,58984
01001,51538
01001,74570
01001,57303
01001,82603
01001,88255
01001,73977
01001,62782
01001,63750
01001,57594
01001,75938
01001,79720
01001,70708
01001,66310
01001,71655
01001,54381
01001,65383
01001,61438
01001,69156
01001,71294
01001,79081
01001,56563
01001,76354
01001,57692
01001,68207
01001,60625
01001,64426
01001,44777
01001,68611
01001,79145
01001,69063
01001,58894
01001,67549
01001,79884
01001,70536
01001,60313
01001,52016
01001,67225
01001,45854
01001,74508
01001,60568
01001,59457
01001,79167
01001,58132
01001,60313
01001,59438
01001,64821
01001,72625
01001,64342
01001,71650
01001,60156
01001,61316
01001,64637
01001,62849
01001,59773
01001,65438
01001,60132
01001,70201
01001,81430
01001,54926
01001,67500
01001,65988
01001,75938
01001,72335
01001,71771
01001,60000
01001,55578
01001,57500
01001,77027
01001,101402
01001,89395
01001,60960
01001,81122
01001,56900
01001,61935
01001,54076
01001,78275
01001,63095
01001,72708
01001,64838
01001,58902
01001,90188
01001,67687
01001,65197
01001,55893
01001,74058
01001,73268
01001,73845
01001,88018
01001,83427
01001,73095
01001,79946
01001,84474
01001,69496
01001,73460
01001,50584
01001,55975
01001,72007
01001,96000
01001,85600
01001,72294
01001,71809
01001,87983
01001,82961
01001,81001
01001,58439
01001,84021
01001,100436
01001,93944
01001,113927
01001,86564
01001,75929
01001,76819
01001,123715
01001,105271
01001,86384
01001,88046
01001,64499
01001,76712
01001,102807
01001,90032
01001,139453
01001,96333
01001,109028
01001,122727
01001,134929
01001,86411
01001,87137
01001,78412
01001,135960
01001,114316
01001,100117
01001,99596
