FIPS,POPULATION
01001,116130
01001,2646306
01001,26618
01001,61588
01001,67572
01001,754068
01001,49461
01001,1388138
01001,1627788
01001,211341
01001,229645
01001,471611
01001,112405
01001,403840
01001,39686
01001,117945
01001,59738
01001,97988
01001,2330124
01001,160341
01001,492734
01001,338936
01001,107796
01001,237075
01001,159603
01001,29979
01001,17749
01001,33125
01001,93034
01001,1525680
01001,79147
01001,48106
01001,102879
01001,182109
01001,65560
01001,60883
01001,91128
01001,996888
01001,39980
01001,24637
01001,174286
01001,36440
01001,11075
01001,21903
01001,26831
01001,17643
01001,44597
01001,17482
01001,29591
01001,145889
01001,271790
01001,87863
01001,231262
01001,80618
01001,10743
01001,68652
01001,22689
01001,162051
01001,78319
01001,29197
01001,13814
01001,11391
01001,100170
01001,50453
01001,101074
01001,336749
01001,29612
01001,37534
01001,171063
01001,43526
01001,49053
01001,329405
01001,48777
01001,386740
01001,71962
01001,231485
01001,10437
01001,8041
01001,61439
01001,20421
01001,542987
01001,48219
01001,136503
01001,62432
01001,117387
01001,20492
01001,53102
01001,4625
01001,191800
01001,43089
01001,226623
01001,9245
01001,64565
01001,54917
01001,90359
01001,44679
01001,37533
01001,21640
01001,21773
01001,1130906
01001,14973
01001,25874
01001,102840
01001,95451
01001,231214
01001,17212
01001,208537
01001,147292
01001,12315
01001,40830
01001,63475
01001,13146
01001,39275
01001,172279
01001,19689
01001,145322
01001,42818
01001,116858
01001,91585
01001,148487
01001,64850
01001,59245
01001,34353
01001,63557
01001,44889
01001,71407
01001,14065
01001,33243
01001,3376
01001,244975
01001,42361
01001,1151009
01001,18751
01001,10905
01001,54607
01001,117606
01001,65983
01001,78648
01001,37419
01001,18676
01001,2179
01001,10794
01001,5861
01001,948
01001,6390
01001,2935
01001,2163
01001,98986
01001,189286
01001,3663
01001,4959
01001,2174
01001,4043
01001,2319
01001,3269
01001,3372
01001,1679
01001,72764
01001,2276
01001,2340
01001,2453
01001,2374
01001,4107
01001,1848
01001,5264
01001,2512
01001,14280
01001,9807
01001,8341
01001,33479
01001,9567
01001,3015
01001,1821
01001,6787
01001,3961
01001,11563
01001,5662
01001,2277
01001,16550
01001,12065
01001,3822
01001,1327
01001,3789
01001,795
01001,33116
01001,1731
01001,21525
01001,2113
01001,7980
01001,10488
01001,69232
01001,3942
01001,39368
01001,27510
01001,101685
01001,52296
01001,97343
01001,61573
01001,46209
01001,65982
01001,43710
01001,389910
01001,26731
01001,38772
01001,135445
01001,209862
01001,42014
01001,101203
01001,36679
01001,41767
01001,1249418
01001,51655
01001,38258
01001,221160
01001,74938
01001,161289
01001,28880
01001,1321635
01001,42434
01001,29162
01001,95479
01001,168531
01001,38283
01001,827878
01001,74885
01001,30527
01001,14408
01001,27581
01001,43403
01001,27938
01001,44312
01001,58412
01001,32588
01001,64855
01001,62888
01001,232101
01001,57385
01001,180311
01001,46140
01001,314588
01001,428748
01001,44126
01001,227063
01001,65145
01001,183049
01001,22072
01001,42438
01001,109549
01001,13308
01001,535528
01001,13758
01001,35214
01001,86382
01001,14252
01001,40161
01001,18800
01001,35474
01001,59407
01001,27080
01001,161421
01001,40802
01001,34352
01001,125138
01001,76748
01001,58770
01001,73118
01001,54861
01001,48007
01001,373764
01001,538087
01001,201367
01001,92585
01001,65293
01001,28824
01001,12686
01001,246364
01001,59318
01001,116618
01001,36862
01001,131795
01001,21699
01001,19595
01001,5685
01001,14255
01001,5041
01001,22202
01001,8603
01001,47237
01001,26626
01001,162621
01001,48255
01001,47621
01001,14299
01001,2247
01001,297545
01001,5275
01001,121699
01001,5475
01001,14215
01001,72353
01001,28332
01001,41017
01001,4433
01001,3717
01001,62322
01001,25779
01001,55868
01001,4137
01001,5498
01001,2452
01001,3231
01001,11667
01001,13411
01001,24730
01001,5377
01001,10334
01001,43731
01001,15288
01001,8458
