STATE,MONTH_NAME,EVENT_TYPE,CZ_NAME,DAMAGE_PROPERTY,STORM_AREA_MILES,DURATION_MINUTES,MONTH,FIPS
ALABAMA,MAY,Thunderstorm Wind,COLBERT,1000.0,0.0,2,5,01033
MAINE,JUNE,Flash Flood,SOMERSET,0.0,1.6915617401914276,30,6,23025
CALIFORNIA,MARCH,Tornado,LOS ANGELES,,0.03896952172974938,4,3,06037
TEXAS,MAY,Flash Flood,TOM GREEN,0.0,4.0669216250420314e-05,0,5,48451
NEBRASKA,MAY,Tornado,BOONE,,0.6953331412471219,3,5,31011
TEXAS,MARCH,Flood,GRAYSON,50000.0,0.0,0,3,48181
ARKANSAS,MARCH,Flash Flood,SEBASTIAN,0.0,0.03422298363058931,187,3,05131
ARKANSAS,MARCH,Flash Flood,SEBASTIAN,0.0,0.08868125553640366,150,3,05131
ARKANSAS,MARCH,Flash Flood,FRANKLIN,0.0,0.06469686977070775,60,3,05047
OKLAHOMA,MARCH,Hail,OTTAWA,20000.0,0.0,0,3,40115
OKLAHOMA,MARCH,Flash Flood,LE FLORE,0.0,0.019206409881921713,285,3,40079
OKLAHOMA,MARCH,Hail,OKFUSKEE,20000.0,0.0,0,3,40107
OKLAHOMA,MARCH,Hail,OKFUSKEE,20000.0,0.0,0,3,40107
OKLAHOMA,MARCH,Flash Flood,OKMULGEE,0.0,0.14119861600355874,212,3,40111
WASHINGTON,MAY,Hail,STEVENS,0.0,0.0,44,5,53065
WASHINGTON,MAY,Thunderstorm Wind,STEVENS,500.0,0.0,10,5,53065
WASHINGTON,MAY,Hail,STEVENS,200.0,0.0,10,5,53065
WASHINGTON,MAY,Hail,STEVENS,0.0,0.0,25,5,53065
WASHINGTON,MAY,Flash Flood,CHELAN,500.0,0.2892640253189553,120,5,53007
IDAHO,MAY,Flash Flood,SHOSHONE,250.0,0.0009704339715070472,0,5,16079
MISSISSIPPI,MARCH,Thunderstorm Wind,ATTALA,1000.0,0.0,0,3,28007
KANSAS,MARCH,Lightning,LOGAN,1250.0,0.0,0,3,20109
COLORADO,JUNE,Flash Flood,LARIMER,50000.0,1.1009272555468659,101,6,08069
TEXAS,MAY,Tornado,REEVES,0.0,0.4084824288423093,5,5,48389
MINNESOTA,MAY,Hail,CARLTON,0.0,0.0,1,5,27017
MINNESOTA,MAY,Hail,ITASCA,0.0,0.0,2,5,27061
CALIFORNIA,MARCH,Flood,FRESNO,1000.0,0.0,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,1000.0,0.0,180,3,06019
CALIFORNIA,MARCH,Hail,FRESNO,0.0,0.0,0,3,06019
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.009507558069929312,180,3,06107
SOUTH CAROLINA,MARCH,Hail,CLARENDON,100.0,0.0,2,3,45027
SOUTH CAROLINA,MARCH,Hail,LEXINGTON,,0.0,4,3,45063
SOUTH CAROLINA,MARCH,Hail,CALHOUN,,0.0,4,3,45017
SOUTH CAROLINA,MARCH,Hail,LEXINGTON,100.0,0.0,18,3,45063
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.019257869631988958,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0,180,3,06107
CALIFORNIA,MARCH,Flood,MADERA,0.0,0.04464317817970883,180,3,06039
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.0021373452404566716,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.12372974264629424,180,3,06019
CALIFORNIA,MARCH,Flood,MADERA,0.0,0.0037529077038794914,180,3,06039
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.0,180,3,06019
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0011910885316293832,180,3,06107
CALIFORNIA,MARCH,Flood,KERN,0.0,0.001161378368709909,180,3,06029
ARKANSAS,JANUARY,Tornado,ASHLEY,500000.0,385.96178499149573,36,1,05003
TENNESSEE,MAY,Hail,MADISON,0.0,0.0,5,5,47113
SOUTH DAKOTA,APRIL,Flood,GRANT,0.0,1.006596853866611,450,4,46051
SOUTH DAKOTA,APRIL,Flood,ROBERTS,0.0,0.0,360,4,46109
NEW YORK,JULY,Thunderstorm Wind,OTSEGO,5000.0,0.0,0,7,36077
NEBRASKA,JUNE,Hail,CHASE,,0.0,0,6,31029
NEBRASKA,JUNE,Hail,CHASE,,0.0,0,6,31029
NEBRASKA,JUNE,Hail,CHASE,,0.0,0,6,31029
NEBRASKA,JUNE,Thunderstorm Wind,PERKINS,,0.0,0,6,31135
NEBRASKA,JUNE,Thunderstorm Wind,CHERRY,,0.0,0,6,31031
NEBRASKA,JUNE,Thunderstorm Wind,CHASE,,0.0,0,6,31029
GEORGIA,MARCH,Thunderstorm Wind,WORTH,5000.0,0.0,0,3,13321
INDIANA,MARCH,Flood,VANDERBURGH,0.0,3.99849052009093,136,3,18163
INDIANA,MARCH,Flood,POSEY,0.0,0.25875607322672084,1379,3,18129
INDIANA,MARCH,Flood,GIBSON,0.0,0.3506884110772623,1379,3,18051
INDIANA,MARCH,Flood,WARRICK,0.0,5.151953960184982,1020,3,18173
INDIANA,MARCH,Flood,POSEY,0.0,0.013086088108888828,660,3,18129
KENTUCKY,MARCH,Thunderstorm Wind,TRIGG,0.0,0.0,0,3,21221
KENTUCKY,MARCH,Flash Flood,BALLARD,0.0,2.458322834851579,240,3,21007
KENTUCKY,MARCH,Tornado,MCCRACKEN,1300000.0,0.7618583270960487,2,3,21145
OHIO,MARCH,Hail,HAMILTON,0.0,0.0,2,3,39061
OHIO,MARCH,Flood,WARREN,0.0,0.2207527685104189,120,3,39165
OHIO,MARCH,Tornado,CLERMONT,100000.0,0.8205346403580822,2,3,39025
NEBRASKA,JULY,Thunderstorm Wind,HOOKER,0.0,0.0,0,7,31091
NEBRASKA,JULY,Hail,BLAINE,0.0,0.0,0,7,31009
NEBRASKA,JULY,Hail,LOUP,0.0,0.0,0,7,31115
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Tornado,WASHINGTON,0.0,0.0,1,5,08121
COLORADO,MAY,Tornado,MORGAN,500000.0,3.0619680059685863,12,5,08087
COLORADO,MAY,Tornado,WASHINGTON,0.0,0.0,1,5,08121
COLORADO,MAY,Thunderstorm Wind,MORGAN,,0.0,0,5,08087
COLORADO,MAY,Hail,BOULDER,,0.0,0,5,08013
COLORADO,MAY,Hail,JEFFERSON,0.0,0.0,0,5,08059
COLORADO,MAY,Hail,DENVER,0.0,0.0,0,5,08031
COLORADO,MAY,Tornado,MORGAN,0.0,0.0,1,5,08087
COLORADO,MAY,Tornado,WASHINGTON,0.0,0.0,1,5,08121
COLORADO,MAY,Thunderstorm Wind,SEDGWICK,,0.0,0,5,08115
MISSISSIPPI,MAY,Flash Flood,ALCORN,0.0,5.460776717137055,122,5,28003
ALABAMA,MAY,Thunderstorm Wind,LAUDERDALE,1000.0,0.0,0,5,01077
ALABAMA,MAY,Hail,MADISON,0.0,0.0,0,5,01089
ALABAMA,MAY,Hail,LAWRENCE,0.0,0.0,0,5,01079
ALABAMA,MAY,Flash Flood,MADISON,0.0,0.013782429678088086,325,5,01089
TEXAS,MAY,Flash Flood,GONZALES,0.0,0.09449562296961427,186,5,48177
TEXAS,MAY,Flash Flood,DE WITT,0.0,0.031133914073851278,195,5,48123
NEBRASKA,MAY,Tornado,WAYNE,,0.003701351586541847,1,5,31179
NEBRASKA,MAY,Tornado,RICHARDSON,,2.2060295592109704,3,5,31147
IOWA,MARCH,Hail,STORY,20000.0,0.0,0,3,19169
IOWA,MARCH,Hail,STORY,0.0,0.0,0,3,19169
IOWA,MARCH,Hail,STORY,0.0,0.0,0,3,19169
IOWA,MARCH,Hail,STORY,0.0,0.0,0,3,19169
IOWA,MARCH,Tornado,GRUNDY,50000.0,6.158806746655584,6,3,19075
IOWA,MARCH,Tornado,GRUNDY,50000.0,8.473641349103238,7,3,19075
SOUTH DAKOTA,JUNE,Thunderstorm Wind,MARSHALL,0.0,0.0,0,6,46091
SOUTH DAKOTA,JUNE,Thunderstorm Wind,ROBERTS,0.0,0.0,0,6,46109
MISSOURI,MARCH,Flood,WEBSTER,0.0,0.062008425501681036,253,3,29225
MISSOURI,MARCH,Flood,TEXAS,0.0,0.06775509148543149,253,3,29215
MISSOURI,MARCH,Flood,WRIGHT,0.0,0.2107050555018765,237,3,29229
OKLAHOMA,MARCH,Hail,OTTAWA,30000.0,0.0,0,3,40115
OKLAHOMA,MARCH,Hail,OTTAWA,30000.0,0.0,0,3,40115
OKLAHOMA,MARCH,Thunderstorm Wind,CHOCTAW,0.0,0.0,0,3,40023
OKLAHOMA,MARCH,Flash Flood,ROGERS,0.0,0.04681905314532805,394,3,40131
OKLAHOMA,MARCH,Flash Flood,MAYES,0.0,85.59806974983385,30,3,40097
OKLAHOMA,MARCH,Hail,MAYES,0.0,0.0,0,3,40097
WISCONSIN,MARCH,Tornado,LAFAYETTE,1000000.0,13.297444333397689,5,3,55065
WISCONSIN,MARCH,Tornado,LAFAYETTE,300000.0,1.5081541914280063,1,3,55065
WISCONSIN,MARCH,Tornado,IOWA,300000.0,11.30653419142565,4,3,55049
WISCONSIN,MARCH,Tornado,GREEN,400000.0,2.289694208975946,4,3,55045
WISCONSIN,MARCH,Tornado,ROCK,600000.0,4.796646275144417,6,3,55105
WISCONSIN,MARCH,Tornado,DANE,100000.0,8.302360318688372,10,3,55025
WISCONSIN,MARCH,Tornado,WALWORTH,400000.0,49.009189962093444,9,3,55127
WISCONSIN,MARCH,Tornado,WALWORTH,100000.0,17.8567586984914,4,3,55127
MISSISSIPPI,MARCH,Thunderstorm Wind,NESHOBA,40000.0,0.0,0,3,28099
MINNESOTA,MAY,Hail,ITASCA,0.0,0.0,2,5,27061
MINNESOTA,MAY,Hail,ITASCA,0.0,0.0,2,5,27061
MINNESOTA,MAY,Hail,ST. LOUIS,0.0,0.0,2,5,27137
TEXAS,MAY,Thunderstorm Wind,CASS,0.0,0.0,0,5,48067
MINNESOTA,MAY,Hail,CASS,0.0,0.0,2,5,27021
SOUTH DAKOTA,JUNE,Thunderstorm Wind,WALWORTH,0.0,0.0,0,6,46129
CALIFORNIA,MARCH,Flood,FRESNO,5000.0,0.00019124130815464558,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,1000.0,0.0005357842177811485,180,3,06019
CALIFORNIA,MARCH,Flood,MADERA,0.0,0.012810909643763019,180,3,06039
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.005267221976579278,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,1000.0,0.0006855887435444542,180,3,06019
CALIFORNIA,MARCH,Flood,KERN,0.0,0.011503757308304219,180,3,06029
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.05245435004297203,180,3,06107
SOUTH CAROLINA,MARCH,Hail,SUMTER,,0.0,4,3,45085
SOUTH CAROLINA,MARCH,Flash Flood,SUMTER,10000.0,0.19972812591971584,360,3,45085
SOUTH CAROLINA,MARCH,Flash Flood,SUMTER,10000.0,0.0007909631367834637,360,3,45085
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.00038407158133826685,180,3,06107
CALIFORNIA,MARCH,Flash Flood,FRESNO,0.0,0.037867329830734264,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.014062162548427095,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.022009109116387617,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.000990284443804585,180,3,06019
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.010781252509517206,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0396892518975373,180,3,06107
LOUISIANA,JANUARY,Hail,CATAHOULA,0.0,0.0,0,1,22025
LOUISIANA,JANUARY,Tornado,MOREHOUSE,10000.0,1.014956808741024,1,1,22067
ARKANSAS,JANUARY,Flash Flood,ASHLEY,5000.0,0.0027872052793906405,135,1,05003
NEBRASKA,JUNE,Hail,SHERIDAN,,0.0,0,6,31161
NEBRASKA,JUNE,Hail,HOLT,,0.0,0,6,31089
NEBRASKA,JUNE,Thunderstorm Wind,CHERRY,,0.0,0,6,31031
ALABAMA,MAY,Flash Flood,MADISON,0.0,0.0037202285883171714,323,5,01089
MISSOURI,MAY,Hail,REYNOLDS,0.0,0.0,0,5,29179
MISSOURI,MAY,Hail,REYNOLDS,0.0,0.0,0,5,29179
SOUTH DAKOTA,APRIL,Flood,BROWN,0.0,0.0,450,4,46013
SOUTH DAKOTA,APRIL,Flood,CODINGTON,150000.0,19.83820835226392,1439,4,46029
INDIANA,MARCH,Flash Flood,VANDERBURGH,0.0,3.99849052009093,240,3,18163
INDIANA,MARCH,Flash Flood,PIKE,0.0,1.3107327252541126,242,3,18125
MAINE,JUNE,Flash Flood,SOMERSET,0.0,0.08404683260745585,60,6,23025
NEW YORK,JULY,Thunderstorm Wind,ONEIDA,1000.0,0.0,0,7,36065
NEBRASKA,JUNE,Hail,SHERIDAN,,0.0,0,6,31161
INDIANA,MARCH,Flood,GIBSON,10000.0,3.6731482551235892,1079,3,18051
INDIANA,MARCH,Flood,PIKE,0.0,0.15734451547280082,1079,3,18125
INDIANA,MARCH,Flood,WARRICK,0.0,0.14711656385247007,480,3,18173
INDIANA,MARCH,Flood,POSEY,0.0,0.03545988055364385,1320,3,18129
KENTUCKY,MARCH,Thunderstorm Wind,MUHLENBERG,0.0,0.0,0,3,21177
KENTUCKY,MARCH,Flash Flood,HICKMAN,0.0,15.259889508298336,300,3,21105
KENTUCKY,MARCH,Thunderstorm Wind,GRAVES,10000.0,0.0,0,3,21083
OHIO,MARCH,Thunderstorm Wind,CLERMONT,100000.0,0.0,4,3,39025
OHIO,MARCH,Thunderstorm Wind,BROWN,150000.0,0.0,3,3,39015
OHIO,MARCH,Thunderstorm Wind,BROWN,75000.0,0.0,4,3,39015
OHIO,MARCH,Tornado,HIGHLAND,1000000.0,93.39416760691293,14,3,39071
MASSACHUSETTS,AUGUST,Thunderstorm Wind,PLYMOUTH,2000.0,0.0,0,8,25023
CONNECTICUT,AUGUST,Thunderstorm Wind,HARTFORD,500.0,0.0,0,8,09003
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,DOUGLAS,,0.0,0,5,08035
COLORADO,MAY,Tornado,WASHINGTON,0.0,2.185042914650968,4,5,08121
COLORADO,MAY,Tornado,WASHINGTON,0.0,0.0,1,5,08121
COLORADO,MAY,Thunderstorm Wind,WELD,,0.0,0,5,08123
COLORADO,MAY,Thunderstorm Wind,WELD,,0.0,0,5,08123
COLORADO,MAY,Thunderstorm Wind,WELD,,0.0,0,5,08123
COLORADO,MAY,Thunderstorm Wind,WELD,,0.0,0,5,08123
COLORADO,MAY,Thunderstorm Wind,WELD,,0.0,0,5,08123
LOUISIANA,MAY,Flash Flood,ST. LANDRY,1000.0,4.935656329134708,30,5,22097
NEBRASKA,MAY,Hail,DODGE,,0.0,0,5,31053
IOWA,MARCH,Hail,APPANOOSE,0.0,0.0,0,3,19007
IOWA,MARCH,Hail,APPANOOSE,0.0,0.0,0,3,19007
IOWA,MARCH,Hail,MARION,0.0,0.0,0,3,19125
MISSOURI,MARCH,Flood,SHANNON,0.0,0.17117694528154767,236,3,29203
MISSOURI,MARCH,Flood,LACLEDE,0.0,0.09518358008305675,468,3,29105
MISSOURI,MARCH,Flood,DOUGLAS,0.0,0.8229647348692052,465,3,29067
WISCONSIN,MARCH,Tornado,IOWA,300000.0,0.39242412506948826,2,3,55049
ALABAMA,MAY,Thunderstorm Wind,LAUDERDALE,2000.0,0.0,15,5,01077
WISCONSIN,MARCH,Tornado,GREEN,600000.0,25.481272245281986,9,3,55045
WISCONSIN,MARCH,Tornado,GREEN,200000.0,10.696674331125504,6,3,55045
WISCONSIN,MARCH,Tornado,ROCK,200000.0,0.09300495523565498,1,3,55105
WISCONSIN,MARCH,Tornado,WALWORTH,100000.0,7.124520558866622,4,3,55127
WISCONSIN,MARCH,Tornado,JEFFERSON,100000.0,0.9578686428370963,3,3,55055
WISCONSIN,MARCH,Tornado,WALWORTH,50000.0,12.734026274484346,7,3,55127
WISCONSIN,MARCH,Tornado,WALWORTH,100000.0,2.2039940342954885,7,3,55127
WISCONSIN,MARCH,Tornado,JEFFERSON,300000.0,3.117004420745853,3,3,55055
WISCONSIN,MARCH,Tornado,WAUKESHA,0.0,0.032693553458352384,1,3,55133
WISCONSIN,MARCH,Thunderstorm Wind,ROCK,10000.0,0.3945385378871186,3,3,55105
WISCONSIN,MARCH,Thunderstorm Wind,LAFAYETTE,3000.0,0.03436013642759416,3,3,55065
TEXAS,MARCH,Thunderstorm Wind,KLEBERG,10000.0,0.0,10,3,48273
WASHINGTON,MAY,Flood,OKANOGAN,0.0,0.033646119516571496,1020,5,53047
WASHINGTON,MAY,Thunderstorm Wind,FERRY,2500.0,0.0,25,5,53019
WASHINGTON,MAY,Flood,OKANOGAN,0.0,0.0,300,5,53047
WASHINGTON,MAY,Hail,FERRY,0.0,0.0,15,5,53019
WASHINGTON,MAY,Flood,FERRY,500.0,0.00022024740773131794,60,5,53019
MICHIGAN,JUNE,Thunderstorm Wind,WASHTENAW,0.0,0.0,0,6,26161
MICHIGAN,JUNE,Thunderstorm Wind,MONROE,0.0,0.0,0,6,26115
COLORADO,JUNE,Flash Flood,LARIMER,5000.0,0.0,60,6,08069
ALABAMA,MAY,Thunderstorm Wind,COLBERT,1000.0,0.0,0,5,01033
OKLAHOMA,MARCH,Hail,MCCURTAIN,0.0,0.0,0,3,40089
OKLAHOMA,MARCH,Hail,MCCURTAIN,0.0,0.0,0,3,40089
CALIFORNIA,MARCH,Flood,SAN BERNARDINO,0.0,0.016585990626408028,60,3,06071
TEXAS,MAY,Flash Flood,TITUS,0.0,0.0,55,5,48449
ARIZONA,MAY,Heavy Rain,YAVAPAI,0.0,7.083500344689423,53,5,04025
NEBRASKA,MAY,Hail,GOSPER,0.0,1.6471396493115746,2,5,31073
CALIFORNIA,MARCH,Flood,MADERA,0.0,0.0006439168540994229,180,3,06039
CALIFORNIA,MARCH,Flood,KERN,0.0,0.03534431561549664,180,3,06029
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.03123955377749328,180,3,06019
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.007801441217219837,180,3,06107
SOUTH CAROLINA,MARCH,Flash Flood,SUMTER,5000.0,0.034142709495816416,360,3,45085
SOUTH CAROLINA,MARCH,Flash Flood,SUMTER,10000.0,0.0,180,3,45085
SOUTH CAROLINA,MARCH,Hail,AIKEN,,0.0,4,3,45003
SOUTH CAROLINA,MARCH,Heavy Rain,SUMTER,,0.0,0,3,45085
TENNESSEE,MARCH,Thunderstorm Wind,PUTNAM,15000.0,0.0,5,3,47141
MAINE,JUNE,Flash Flood,OXFORD,528000.0,3.5090247003456145,180,6,23017
NEBRASKA,JUNE,Flash Flood,BOYD,0.0,0.41357747437480413,152,6,31015
NEBRASKA,JUNE,Hail,DEUEL,,0.0,0,6,31049
NEBRASKA,JUNE,Hail,GARDEN,,0.0,0,6,31069
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.00026884855436275045,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.49331562762590064,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0004596213838111271,180,3,06107
CALIFORNIA,MARCH,Flood,TULARE,0.0,0.0004615734253142449,180,3,06107
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.2030590733304403,180,3,06019
CALIFORNIA,MARCH,Flood,FRESNO,0.0,0.014445019892774724,180,3,06019
CALIFORNIA,MARCH,Flood,KERN,0.0,0.0,180,3,06029
MISSOURI,MAY,Hail,IRON,0.0,0.0,0,5,29093
MISSOURI,MAY,Hail,IRON,0.0,0.0,0,5,29093
SOUTH DAKOTA,APRIL,Flood,GRANT,150000.0,0.0,1439,4,46051
LOUISIANA,JANUARY,Tornado,MOREHOUSE,100000.0,7.351457549040433,9,1,22067
INDIANA,MARCH,Flood,GIBSON,0.0,4.369656269742774,720,3,18051
INDIANA,MARCH,Flood,POSEY,0.0,2.7962821679314,1140,3,18129
KENTUCKY,MARCH,Thunderstorm Wind,HENDERSON,0.0,0.0,0,3,21101
KENTUCKY,MARCH,Flash Flood,LYON,0.0,0.2114065734235918,180,3,21143
KENTUCKY,MARCH,Thunderstorm Wind,CALLOWAY,40000.0,0.0,0,3,21035
OHIO,MARCH,Thunderstorm Wind,HIGHLAND,20000.0,0.0,2,3,39071
OHIO,MARCH,Tornado,ROSS,15000.0,0.29493215388435506,1,3,39141
OHIO,MARCH,Thunderstorm Wind,ROSS,100000.0,0.0,7,3,39141
OHIO,MARCH,Tornado,AUGLAIZE,100000.0,10.068721907955283,4,3,39011
NEBRASKA,MAY,Lightning,CUSTER,50000.0,0.0,0,5,31041
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
COLORADO,MAY,Hail,ARAPAHOE,,0.0,0,5,08005
TEXAS,MAY,Flash Flood,TOM GREEN,0.0,8.133847591404603e-05,0,5,48451
TEXAS,MAY,Thunderstorm Wind,GRAYSON,0.0,0.0,0,5,48181
TEXAS,MAY,Thunderstorm Wind,CORYELL,1000.0,0.0,0,5,48099
TEXAS,MAY,Flood,TOM GREEN,0.0,0.0,0,5,48451
TEXAS,MAY,Hail,TOM GREEN,0.0,0.0,0,5,48451
TEXAS,MAY,Hail,TOM GREEN,0.0,0.0,0,5,48451
TEXAS,MAY,Flash Flood,BURNET,0.0,0.01507503148846438,183,5,48053
NEBRASKA,JUNE,Thunderstorm Wind,LINCOLN,0.0,0.0,0,6,31111
NEBRASKA,JUNE,Thunderstorm Wind,LINCOLN,0.0,0.0,0,6,31111
NEBRASKA,JUNE,Thunderstorm Wind,PERKINS,,0.0,0,6,31135
IOWA,MARCH,Hail,RINGGOLD,0.0,0.0,0,3,19159
IOWA,MARCH,Hail,MARSHALL,0.0,0.0,0,3,19127
IOWA,MARCH,Hail,MARION,0.0,0.0,0,3,19125
IOWA,MARCH,Hail,MARION,0.0,0.0,0,3,19125
MISSOURI,MARCH,Flood,DOUGLAS,0.0,0.0030454210640090567,453,3,29067
MISSOURI,MARCH,Flood,DOUGLAS,0.0,0.12378783219050098,452,3,29067
MISSOURI,MARCH,Flood,LACLEDE,0.0,0.006325781198493634,451,3,29105
TEXAS,MARCH,Hail,HOOD,0.0,0.0,0,3,48221
TEXAS,MARCH,Hail,JOHNSON,0.0,0.0,0,3,48251
TEXAS,MARCH,Hail,JOHNSON,0.0,0.0,0,3,48251
TEXAS,MARCH,Hail,TARRANT,0.0,0.0,0,3,48439
TEXAS,MARCH,Hail,HOOD,0.0,0.0,0,3,48221
